iteration,train_loss,val_loss,acc,val_acc
0,2.548839569091797,2.4074056041888157,0.1171875,0.1
100,3.9130192613601684,2.2054266266929456,0.137109375,0.1952
200,2.0882765865325927,2.04976859336463,0.209296875,0.23
300,2.015723441839218,1.9373797387741625,0.238359375,0.2516
400,1.9276807236671447,1.8793900279572215,0.2728983688833124,0.3028
500,1.8644742119312285,1.7873904244206584,0.299296875,0.3457
600,1.7902528131008149,1.727001832316097,0.3278125,0.3635
700,1.7521364402770996,1.8110899860485674,0.346015625,0.3388
800,1.6884911417961121,1.5645610219754351,0.3718632371392723,0.4239
900,1.6336637902259827,1.6164417998097576,0.387890625,0.4045
1000,1.5496798837184906,1.5688861379989039,0.43421875,0.4182
1100,1.5083771896362306,1.5521868166451256,0.445859375,0.4415
1200,1.4559750974178314,1.484338915195709,0.46776976160602257,0.464
1300,1.4002621388435363,1.3555865638172284,0.485390625,0.5028
1400,1.3310887181758881,1.318948439896678,0.516875,0.5193
1500,1.3001886737346648,1.4761384038117746,0.53,0.4627
1600,1.2093458741903305,1.3515723635213444,0.5632057716436637,0.5405
1700,1.1364976477622986,1.242133648822102,0.5953125,0.5657
1800,1.0819422334432602,1.012502820727924,0.613984375,0.6383
1900,1.0213192850351334,1.1199255959865766,0.637734375,0.611
2000,1.0015896612405777,1.0480929449343452,0.6453889585947302,0.6352
2100,0.9430930471420288,1.0941500607580423,0.6646875,0.6316
2200,0.9341393685340882,1.001974910116805,0.673046875,0.6544
2300,0.8875735610723495,1.050275572382223,0.69078125,0.6396
2400,0.8714226758480073,0.8927611115451057,0.6931461731493099,0.6894
2500,0.8403561973571777,0.9609176168045678,0.706484375,0.6589
2600,0.8192874300479889,0.9046940203672781,0.718828125,0.6928
2700,0.7953372359275818,1.1214306971516472,0.715390625,0.619
2800,0.7860556185245514,0.9178055047798461,0.7253764115432874,0.6874
2900,0.7337306317687035,0.841680794002149,0.740859375,0.7181
3000,0.7443983194231987,0.9923873257141905,0.741875,0.6703
3100,0.7438852155208587,0.8877775177788049,0.740234375,0.7059
3200,0.6937863904237748,0.8455840392996328,0.7591750313676286,0.7239
3300,0.6983390843868256,0.8034623041510963,0.75828125,0.7209
3400,0.6712924811244011,0.7433431563666835,0.764921875,0.7454
3500,0.6584827634692192,0.9214537679768218,0.7684375,0.6935
3600,0.622490384876728,0.7806561285980974,0.7845828105395232,0.7368
3700,0.6223221507668495,0.8012310224600112,0.785625,0.7435
3800,0.621336972117424,0.6846157220986705,0.78671875,0.7665
3900,0.6031317415833474,0.8489783739510436,0.7903125,0.7163
4000,0.5681611466407775,0.6630152901902366,0.8026191969887077,0.7743
4100,0.5675152161717415,0.7195244409596196,0.805078125,0.7521
4200,0.5650069323182106,0.7920209778288302,0.80375,0.7352
4300,0.5634623551368714,0.6296474203324547,0.8052854454203262,0.7884
4400,0.5295580568909645,0.672178001116259,0.819375,0.7783
4500,0.5400806814432144,0.7446634393340101,0.812265625,0.7491
4600,0.5322247222065926,0.6538821462625132,0.815703125,0.7749
4700,0.5247722232341766,0.6656355750256072,0.821831869510665,0.7787
4800,0.48544785857200623,0.6834701574838962,0.830078125,0.7692
4900,0.4944765058159828,0.5738366526155807,0.828671875,0.8093
5000,0.4984575951099396,0.6930047131765383,0.82890625,0.7567
5100,0.482925731241703,0.7674638084805431,0.8306148055207027,0.7456
5200,0.48975238889455797,0.5752451254632145,0.829296875,0.8089
5300,0.4793907234072685,0.5226325335117955,0.8334375,0.8184
5400,0.4983957776427269,0.7613425146276578,0.826953125,0.7478
5500,0.47266132980585096,0.6617562515667071,0.8332810539523212,0.7784
5600,0.45059855371713636,0.7278847319249528,0.845078125,0.7691
5700,0.48802790701389315,0.6376113212717989,0.83125,0.7815
5800,0.47309176951646803,0.6465241258231976,0.838046875,0.7813
5900,0.4536744263768196,0.5788030465856527,0.8465338770388958,0.8066
6000,0.4404067263007164,0.649462430336224,0.84734375,0.7839
6100,0.4459646654129028,0.7526735889073759,0.846875,0.7558
6200,0.4596349573135376,0.77604542539333,0.841015625,0.7564
6300,0.4683695468306541,0.5856282043571289,0.8370451693851945,0.8016
6400,0.4399910718202591,0.7352550992855249,0.84625,0.7708
6500,0.43524446576833725,0.6009881956318316,0.848359375,0.8028
6600,0.44404259890317915,0.63642820177939,0.84859375,0.785
6700,0.43515038818120955,0.5443596555449711,0.851474278544542,0.8111
6800,0.42148624241352084,0.565644018732892,0.8496875,0.8085
6900,0.43492394223809244,0.601983716598334,0.850625,0.7981
7000,0.448295351266861,0.4825670781512611,0.84515625,0.8364
7100,0.41266259521245957,0.48519889662821836,0.8595514429109159,0.8387
7200,0.42112520277500154,0.6439972967147446,0.85265625,0.7893
7300,0.4214459866285324,0.6603551539369285,0.855625,0.789
7400,0.4326946371793747,0.68866592493301,0.850546875,0.7834
7500,0.40513295859098436,0.5396483315351291,0.8580614805520702,0.8222
7600,0.4040955351293087,0.570394062291319,0.85796875,0.8086
7700,0.4298417226970196,0.9203076612549468,0.85125,0.7426
7800,0.4147958853840828,0.5602617838893074,0.85703125,0.8175
7900,0.4121028783917427,0.5870335340357056,0.8568067754077792,0.8108
8000,0.39230698987841606,0.4858860598680691,0.868359375,0.8355
8100,0.4223699975013733,0.6067179192940648,0.852578125,0.8064
8200,0.40655473470687864,0.6293473187060402,0.859375,0.7883
8300,0.3899354165792465,0.5570197374628375,0.8653544542032622,0.8185
8400,0.4025304666161537,0.74040231427636,0.860859375,0.7733
8500,0.3891002567112446,0.5838892464630139,0.864921875,0.803
8600,0.40737263709306715,0.5068992535574749,0.85890625,0.8274
8700,0.376472082734108,0.7294618393571232,0.8695890840652447,0.7675
8800,0.40240114405751226,0.5235907513493547,0.861640625,0.8259
8900,0.3775903603434563,0.6578678238315704,0.871796875,0.7879
9000,0.40661936074495314,0.5749872841012363,0.8610414052697616,0.81
9100,0.3825709299743176,0.5616380480436471,0.869453125,0.8122
9200,0.37432761162519457,0.577530122127015,0.8709375,0.8062
9300,0.38915728390216825,0.6068813584673519,0.866875,0.8125
9400,0.3861569255590439,0.4556025478024833,0.8648839397741531,0.8466
9500,0.3782403953373432,0.44906973074705075,0.868125,0.8449
